-1.300000000000000000e+03	0.000000000000000000e+00
-1.235000000000000000e+03	0.000000000000000000e+00
-1.170000000000000000e+03	0.000000000000000000e+00
-1.105000000000000000e+03	2.000000000000000000e+00
-1.040000000000000000e+03	5.000000000000000000e+00
-9.750000000000000000e+02	3.000000000000000000e+00
-9.100000000000000000e+02	2.000000000000000000e+00
-8.450000000000000000e+02	3.000000000000000000e+00
-7.800000000000000000e+02	4.000000000000000000e+00
-7.150000000000000000e+02	6.000000000000000000e+00
-6.500000000000000000e+02	3.000000000000000000e+00
-5.850000000000000000e+02	8.000000000000000000e+00
-5.200000000000000000e+02	5.000000000000000000e+00
-4.550000000000000000e+02	1.000000000000000000e+01
-3.900000000000000000e+02	1.300000000000000000e+01
-3.250000000000000000e+02	1.100000000000000000e+01
-2.600000000000000000e+02	1.500000000000000000e+01
-1.950000000000000000e+02	1.400000000000000000e+01
-1.300000000000000000e+02	1.600000000000000000e+01
-6.500000000000000000e+01	1.400000000000000000e+01
0.000000000000000000e+00	1.700000000000000000e+01
6.500000000000000000e+01	1.600000000000000000e+01
1.300000000000000000e+02	1.300000000000000000e+01
1.950000000000000000e+02	1.600000000000000000e+01
2.600000000000000000e+02	8.000000000000000000e+00
3.250000000000000000e+02	1.000000000000000000e+01
3.900000000000000000e+02	8.000000000000000000e+00
4.550000000000000000e+02	5.000000000000000000e+00
5.200000000000000000e+02	3.000000000000000000e+00
5.850000000000000000e+02	6.000000000000000000e+00
6.500000000000000000e+02	8.000000000000000000e+00
7.150000000000000000e+02	2.000000000000000000e+00
7.800000000000000000e+02	5.000000000000000000e+00
8.450000000000000000e+02	3.000000000000000000e+00
9.100000000000000000e+02	3.000000000000000000e+00
9.750000000000000000e+02	4.000000000000000000e+00
1.040000000000000000e+03	5.000000000000000000e+00
1.105000000000000000e+03	5.000000000000000000e+00
1.170000000000000000e+03	0.000000000000000000e+00
1.235000000000000000e+03	0.000000000000000000e+00
1.300000000000000000e+03	0.000000000000000000e+00
