-1170	0
-1105	0
-1040	0
-975	5
-910	6
-845	4
-780	3
-715	9
-650	9
-585	7
-520	8
-455	8
-390	10
-325	11
-260	10
-195	15
-130	11
-65	18
0	17
65	20
130	19
195	11
260	15
325	11
390	10
455	11
520	7
585	7
650	7
715	6
780	5
845	5
910	3
975	2
1040	0
1105	0
1170	0
