-975	0
-910	0
-845	0
-780	4
-715	4
-650	2
-585	2
-520	7
-455	5
-390	7
-325	6
-260	3
-195	6
-130	13
-65	14
0	15
65	16
130	13
195	11
260	7
325	7
390	8
455	6
520	4
585	4
650	4
715	4
780	4
845	0
910	0
975	0
